Phone Image	Phone Names	Phone Prices	Phone Details
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/7/9/b/k401-k401-i-kall-original-imaggz5aszxrcgpw.jpeg?q=70	I Kall K401 (Green, 64 GB)	₹6,649	4 GB RAM | 64 GB ROM | Expandable Upto 64 GB15.9 cm (6.26 inch) Display16MP Rear Camera | 13MP Front Camera4000 mAh Battery1 year manufacturing warranty for mobile and 6 months for box accessories
https://rukminim1.flixcart.com/image/312/312/kzogn0w0/mobile/v/c/v/-original-imagbmf2gztrhvzr.jpeg?q=70	realme 9 Pro 5G (Sunrise Blue, 128 GB)	₹18,999	8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 695 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/ktx9si80/mobile/s/o/j/narzo-50i-rmx3231-realme-original-imag75h86v5thnzy.jpeg?q=70	realme Narzo 50i (Mint Green, 32 GB)	₹6,799	2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display8MP Rear Camera | 5MP Front Camera5000 mAh BatterySC9863A Processor1 Year Warranty for Mobile and 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/l3t2fm80/mobile/7/w/5/-original-imageu8c4ae9sezr.jpeg?q=70	realme 9 (Meteor Black, 128 GB)	₹14,499	6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ AMOLED Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 680 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/ktx9si80/mobile/q/a/c/narzo-50a-rmx3430-realme-original-imag75kybaer8scz.jpeg?q=70	realme Narzo 50A (Oxygen Green, 64 GB)	₹9,999	4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display50MP + 2MP + 2MP | 8MP Front Camera6000 mAh BatteryMediaTek Helio G85 Processor1 Year Warranty for Mobile and 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/l4d2ljk0/mobile/x/d/z/-original-imagf9wt5emzsjqz.jpeg?q=70	OPPO K10 5G (Ocean Blue, 128 GB)	₹17,499	8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display48MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 810 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/l4d2ljk0/mobile/z/i/s/-original-imagf9wt7v5pugmy.jpeg?q=70	OPPO K10 5G (Midnight Black, 128 GB)	₹17,499	8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display48MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 810 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/l4d2ljk0/mobile/x/d/z/-original-imagf9wt5emzsjqz.jpeg?q=70	OPPO K10 5G (Ocean Blue, 128 GB)	₹16,499	6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display48MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 810 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/l4d2ljk0/mobile/z/i/s/-original-imagf9wt7v5pugmy.jpeg?q=70	OPPO K10 5G (Midnight Black, 128 GB)	₹16,499	6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display48MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 810 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/l2p23rk0/mobile/v/w/i/-original-imagdznhbgw63xhv.jpeg?q=70	vivo T1 44W (Ice Dawn, 128 GB)	₹15,999	6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.36 cm (6.44 inch) Full HD+ AMOLED Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium BatteryQualcomm Snapdragon 680 Processor1 Year Handset and 6 Months Accessories
https://rukminim1.flixcart.com/image/312/312/l2p23rk0/mobile/s/4/3/-original-imagdznhcbdfwfud.jpeg?q=70	vivo T1 44W (Starry Sky, 128 GB)	₹15,999	6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.36 cm (6.44 inch) Full HD+ AMOLED Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium BatteryQualcomm Snapdragon 680 Processor1 Year Handset and 6 Months Accessories
https://rukminim1.flixcart.com/image/312/312/l3t2fm80/mobile/v/0/b/-original-imageu8ctfzzstqp.jpeg?q=70	realme 9 (Stargaze White, 128 GB)	₹17,999	8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ AMOLED Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 680 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/kzogn0w0/mobile/v/c/v/-original-imagbmf2gztrhvzr.jpeg?q=70	realme 9 Pro 5G (Sunrise Blue, 128 GB)	₹16,999	6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 695 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/ktx9si80/mobile/h/b/c/narzo-50i-rmx3231-realme-original-imag75hcyzzggbat.jpeg?q=70	realme Narzo 50i (Carbon Black, 32 GB)	₹6,799	2 GB RAM | 32 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Display8MP Rear Camera | 5MP Front Camera5000 mAh BatterySC9863A Processor1 Year Warranty for Mobile and 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/l3t2fm80/mobile/v/0/b/-original-imageu8ctfzzstqp.jpeg?q=70	realme 9 (Stargaze White, 128 GB)	₹14,499	6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ AMOLED Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 680 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/b/c/-original-imaghafug7zpnemh.jpeg?q=70	Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)	₹6,199	2 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Ion BatteryUnisoc T612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/l3t2fm80/mobile/7/w/5/-original-imageu8c4ae9sezr.jpeg?q=70	realme 9 (Meteor Black, 128 GB)	₹17,999	8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ AMOLED Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 680 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/l2f20sw0/mobile/d/l/i/-original-imagdru482pvwhvz.jpeg?q=70	Infinix Smart 6 (Polar Black, 64 GB)	₹6,499	2 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.76 cm (6.6 inch) HD+ Display8 MP + Depth Lens | 5MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio A22 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/kzd147k0/mobile/m/c/f/-original-imagbe5qknarjywp.jpeg?q=70	vivo T1 5G (Rainbow Fantasy, 128 GB)	₹15,990	4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium BatteryTurbo Processor Snapdragon 695 Processor1 Year Handset and 6 Months Accessories
https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/j/e/u/-original-imagd48zzrkcjfn2.jpeg?q=70	MOTOROLA g31 (Baby Blue, 128 GB)	₹11,999	6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh LiPo BatteryMediatek Helio G85 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/kpmy8i80/mobile/x/q/n/m3-pro-5g-mzb0956in-poco-original-imag3th5e4thsxjt.jpeg?q=70	POCO M3 Pro 5G (Yellow, 64 GB)	₹14,499	4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 700 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/l4fxh8w0/mobile/l/l/4/-original-imagfc56zazhvbfq.jpeg?q=70	realme 9 5G (Supersonic Black, 128 GB)	₹15,999	6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 810 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/l0o6nbk0/mobile/j/w/k/-original-imagceuvb2qasggx.jpeg?q=70	MOTOROLA G60 (Soft Silver, 128 GB)	₹14,999	6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 8MP + 2MP | 32MP Front Camera6000 mAh BatteryQualcomm Snapdragon 732G Processor120Hz Refresh RateStock Android Experience1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/q/z/o/-original-imaghfn2uqatzcnh.jpeg?q=70	REDMI Note 10 Pro Max (Dark Night, 128 GB)	₹17,999	6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display108MP Rear Camera | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/7/9/b/k401-k401-i-kall-original-imaggz5aszxrcgpw.jpeg?q=70	I Kall K401 (Green, 64 GB)	₹6,649	4 GB RAM | 64 GB ROM | Expandable Upto 64 GB15.9 cm (6.26 inch) Display16MP Rear Camera | 13MP Front Camera4000 mAh Battery1 year manufacturing warranty for mobile and 6 months for box accessories
https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/4/6/z/-original-imagd48znazecap3.jpeg?q=70	Moto G71 5G (Arctic Blue, 128 GB)	₹15,999	6 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/f/n/f/-original-imaggbtuwq32w4et.jpeg?q=70	vivo T1X (Gravity Black, 64 GB)	₹11,999	4 GB RAM | 64 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/8/a/y/-original-imaggbtszycsgjp5.jpeg?q=70	vivo T1X (Space Blue, 64 GB)	₹11,999	4 GB RAM | 64 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/m/z/v/hot-11s-x6812-64-4-infinix-original-imag6xq7mmztsttp.jpeg?q=70	Infinix Hot 11S (7° Purple, 64 GB)	₹13,999	4 GB RAM | 64 GB ROM | Expandable Upto 256 GB17.22 cm (6.78 inch) Full HD+ Display50MP + 2MP + AI Lens | 8MP Front Camera5000 mAh Li-ion Polymer BatteryMediaTek Helio G88 Processor90Hz Refresh Rate18W Type C, Fast Charger1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/k/r/a/hot-11s-x6812-64-4-infinix-original-imag6xq6wa6ptgex.jpeg?q=70	Infinix Hot 11S (Polar Black, 64 GB)	₹10,999	4 GB RAM | 64 GB ROM | Expandable Upto 256 GB17.22 cm (6.78 inch) Full HD+ Display50MP + 2MP + AI Lens | 8MP Front Camera5000 mAh Li-ion Polymer BatteryMediaTek Helio G88 Processor90Hz Refresh Rate18W Type C, Fast Charger1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/y/5/-original-imaghfn2zmefy8t9.jpeg?q=70	REDMI Note 10 Pro Max (Vintage Bronze, 128 GB)	₹17,999	6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display108MP Rear Camera | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
https://rukminim1.flixcart.com/image/312/312/knoxnrk0/mobile/s/d/d/g40-fusion-panv0002in-panv0006in-panv0010in-motorola-original-imag2aqcxrhhuwfh.jpeg?q=70	MOTOROLA G40 Fusion (Dynamic Gray, 128 GB)	₹13,499	6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera6000 mAh BatteryQualcomm Snapdragon 732G Processor120Hz Refresh RateStock Android Experience1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/l5jxt3k0/mobile/t/l/b/-original-imagg7pjuxmqubzw.jpeg?q=70	REDMI Note 10 Pro Max (Dark Nebula, 128 GB)	₹17,999	6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display108MP Rear Camera | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/x/z/n/-original-imagd48zxzyv2gfg.jpeg?q=70	MOTOROLA G51 5G (Indigo Blue, 64 GB)	₹12,249	4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.27 cm (6.8 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 480 Pro Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/kpmy8i80/mobile/v/6/1/m3-pro-5g-mzb0954in-poco-original-imag3th5ggub6c3f.jpeg?q=70	POCO M3 Pro 5G (Cool Blue, 128 GB)	₹16,499	6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediaTek Dimensity 700 ProcessorMultiple Hands-free Voice AssistantOne Year Warranty for Handset, 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/kzogn0w0/mobile/m/p/2/-original-imagbmf4qsurna5j.jpeg?q=70	realme 9 Pro+ 5G (Sunrise Blue, 128 GB)	₹24,999	8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera4500 mAh Li-ion BatteryMediatek Dimensity 920 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/ks3jjbk0/mobile/p/b/k/y53s-v2058-vivo-original-imag5q35phmm3fjc.jpeg?q=70	vivo Y53s (Deep Sea Blue, 128 GB)	₹15,490	8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) Full HD+ Display64MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G80 Processor1 Year Warranty for Handset and 6 Months for In-box Accessories
https://rukminim1.flixcart.com/image/312/312/ks3jjbk0/mobile/j/f/u/y53s-v2058-vivo-original-imag5q36vjkr4dze.jpeg?q=70	vivo Y53s (Fantastic Rainbow, 128 GB)	₹15,490	8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) Full HD+ Display64MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G80 Processor1 Year Warranty for Handset and 6 Months for In-box Accessories
https://rukminim1.flixcart.com/image/312/312/ku04o7k0/mobile/p/8/u/9i-sport-mzb0a5iin-redmi-original-imag785qegs5ghyy.jpeg?q=70	REDMI 9i Sport (Carbon Black, 64 GB)	₹8,999	4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Li-Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/kn4xhu80/mobile/r/5/5/f19-cph2219-oppo-original-imagfvj5usebqhh4.jpeg?q=70	OPPO F19 (Midnight Blue, 128 GB)	₹14,490	6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/jza5uvk0/mobile/g/h/8/lava-a3-a3-original-imafftmmmzmzzyvg.jpeg?q=70	LAVA A3	₹1,212	4 MB RAM | 3 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera1750 mAh Battery1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
https://rukminim1.flixcart.com/image/312/312/kn4xhu80/mobile/d/f/c/f19-cph2219-oppo-original-imagfvj5cshwgwhp.jpeg?q=70	OPPO F19 (Prism Black, 128 GB)	₹14,490	6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/kx25ksw0/mobile/1/c/g/-original-imag9hjsfqgjzfgp.jpeg?q=70	Infinix Note 11 (Glacier Green, 64 GB)	₹12,499	4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G88 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/kx25ksw0/mobile/4/v/5/-original-imag9hgmbb5rntyg.jpeg?q=70	Infinix Note 11 (Graphite Black, 64 GB)	₹12,499	4 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.02 cm (6.7 inch) Full HD+ AMOLED Display50 MP + 2 MP + AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryMediatek Helio G88 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/kesv0y80/mobile/h/p/q/redmi-9i-mzb0814in-original-imafvehkgzghyqtp.jpeg?q=70	REDMI 9i (Midnight Black, 64 GB)	₹8,999	4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediaTek Helio G25 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/kn4xhu80/mobile/d/f/c/f19-cph2219-oppo-original-imagfvj5cshwgwhp.jpeg?q=70	OPPO F19 (Prism Black, 128 GB)	₹14,490	6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 662 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/4/6/z/-original-imagd48znazecap3.jpeg?q=70	Moto G71 5G (Neptune Green, 128 GB)	₹15,999	6 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 695 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/v/7/n/-original-imagd48zkjwujxzz.jpeg?q=70	MOTOROLA e40 (Pink Clay, 64 GB)	₹8,999	4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryUNISOC T700 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/7/9/b/k401-k401-i-kall-original-imaggz5aszxrcgpw.jpeg?q=70	I Kall K401 (Green, 64 GB)	₹6,649	4 GB RAM | 64 GB ROM | Expandable Upto 64 GB15.9 cm (6.26 inch) Display16MP Rear Camera | 13MP Front Camera4000 mAh Battery1 year manufacturing warranty for mobile and 6 months for box accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/y/5/-original-imaghfn2zmefy8t9.jpeg?q=70	REDMI Note 10 Pro Max (Vintage Bronze, 128 GB)	₹17,999	6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display108MP Rear Camera | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
https://rukminim1.flixcart.com/image/312/312/kzogn0w0/mobile/9/u/s/-original-imagbmf2fttpg4xb.jpeg?q=70	realme 9 Pro 5G (Midnight Black, 128 GB)	₹16,999	6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 695 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/l4ln8nk0/mobile/4/8/h/-original-imagfggrvjdqsrtx.jpeg?q=70	realme C30 (Lake Blue, 32 GB)	₹7,999	3 GB RAM | 32 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh Lithium Ion BatteryUnisoc T612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/kxw5tow0/mobile/0/t/o/g5605n-g5605n-good-one-original-imaga8q9cdrbzqq4.jpeg?q=70	Good One G5605N	₹899	32 MB RAM | 32 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display2MP Rear Camera2500 mAh Battery12 Months Warranty
https://rukminim1.flixcart.com/image/312/312/l0tweq80/mobile/x/f/u/-original-imagcgtghym8theg.jpeg?q=70	REDMI 10 (Midnight Black, 64 GB)	₹10,999	4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/y/t/d/-original-imaggmggfqffppqf.jpeg?q=70	Infinix Smart 6 Plus (Crystal Violet, 64 GB)	₹7,499	3 GB RAM | 64 GB ROM | Expandable Upto 512 GB17.32 cm (6.82 inch) HD+ Display8 MP + Depth Lens | 5MP Front Camera5000 mAh Lithium-ion Polymer BatteryMediatek Helio G25 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/h/x/l/-original-imaghh2fggashufd.jpeg?q=70	Infinix Note 12 Pro (Tuscany Blue, 256 GB)	₹14,999	8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ AMOLED Display108MP + 2MP Depth Lens + AI lens | 16MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Helio G99 Processor1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/l1zc6fk0/mobile/1/e/w/k30-dual-sim-multimedia-keypad-mobile-2-4-inch-k30-i-kall-original-imagdf98nbegeegx.jpeg?q=70	I Kall K30�Dual Sim Multimedia Keypad Mobile (2.4 Inch)	₹844	32 MB RAM | 64 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Manufacturer warranty
https://rukminim1.flixcart.com/image/312/312/knoxnrk0/mobile/s/d/d/g40-fusion-panv0002in-panv0006in-panv0010in-motorola-original-imag2aqcxrhhuwfh.jpeg?q=70	MOTOROLA G40 Fusion (Frosted Champagne, 128 GB)	₹13,499	6 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 8MP + 2MP | 16MP Front Camera6000 mAh BatteryQualcomm Snapdragon 732G Processor120Hz Refresh RateStock Android Experience1 Year on Handset and 6 Months on Accessories
https://rukminim1.flixcart.com/image/312/312/ks3jjbk0/mobile/p/b/k/y53s-v2058-vivo-original-imag5q35phmm3fjc.jpeg?q=70	vivo Y53s (Deep Sea Blue, 128 GB)	₹15,490	8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) Full HD+ Display64MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G80 Processor1 Year Warranty for Handset and 6 Months for In-box Accessories
https://rukminim1.flixcart.com/image/312/312/ks3jjbk0/mobile/j/f/u/y53s-v2058-vivo-original-imag5q36vjkr4dze.jpeg?q=70	vivo Y53s (Fantastic Rainbow, 128 GB)	₹15,490	8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) Full HD+ Display64MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Helio G80 Processor1 Year Warranty for Handset and 6 Months for In-box Accessories
https://rukminim1.flixcart.com/image/312/312/l3t2fm80/mobile/s/d/a/k570-k570-i-kall-original-imageugzyehdny2h.jpeg?q=70	I Kall K570 (Jude Green, 64 GB)	₹7,949	4 GB RAM | 64 GB ROM | Expandable Upto 64 GB16.59 cm (6.53 inch) Display20MP Rear Camera | 13MP Front Camera5000 mAh BatteryOcta Core Processor1 year manufacturing warranty for mobile and 6 months for box accessories
